Branch_ID,Branch_NM,Country_Name,,Last_History_Date
BR2194,Morris  Motors, Transnistria (Moldova),,15/02/2021
BR2204,Austin  Motors, Trinidad and Tobago,,16/02/2021
BR2214,Riley  Motors, Tunisia,,17/02/2021
BR2224,Wolseley  Motors, Turkey,,18/02/2021
BR2234,Standard  Motors, Turkmenistan,,19/02/2021
BR2244,Talbot  Motors, Turks and Caicos Islands (UK),,20/02/2021
BR2254,Das Motors, Tuvalu,,21/02/2021
BR2264,Ramani Motors, Uganda,,22/02/2021
BR2274,Deccan Motors, Ukraine,,23/02/2021
BR2284,Herald Motors, United Arab Emirates,,24/02/2021
BR2294,Zion Automobils, United Kingdom,,25/02/2021
BR2304,Atlantic Motor Company, United States of America,,26/02/2021
BR2314,2008 NRHP-listed, Uruguay,,27/02/2021
BR2324,Blankinship Motor Company Building, Uzbekistan,,28/02/2021
BR2334,Bohn Motor Company Automobile Dealership, Vanuatu,,01/03/2021
BR2344,Buick Automobile Company Building,  Vatican City,,02/03/2021
BR2354,Cadillac Automobile Company Building, Venezuela,,03/03/2021
BR2364,Casa de cadillac, Vietnam,,04/03/2021
BR2374,Cass Motor Sales," Virgin Islands, British (UK)",,05/03/2021
BR2384,Claremore Auto Dealership," Virgin Islands, United States (US)",,06/03/2021
BR2394,Clemens Automobile Company Building, Wallis and Futuna (France),,07/03/2021
BR2404,Colman Automotive Building, Western Sahara,,08/03/2021
BR2414,H Street Playhouse, Yemen,,09/03/2021
BR2424,Howard Motor Company Building, Zambia,,10/03/2021
BR2434,Hupmobile Building, Zimbabwe,,11/03/2021
BR2444,Jennings Ford Automobile Dealership,Nepal,,12/03/2021
BR2454,Jones Motor Company, United States of America,,13/03/2021
BR2464,Kindel Building, United States of America,,14/03/2021
BR0005,AC Cars Motors, Afghanistan,,15/03/2021
BR0015,Acura Motors, Akrotiri and Dhekelia (UK),,16/03/2021
BR0025,Aixam-Mega (including Arola) Motors, Åland Islands (Finland),,17/03/2021
BR0035,Alfa Romeo Motors, Albania,,18/03/2021
BR0045,Alpine Motors, Algeria,,19/03/2021
BR0055,Alvis Motors, American Samoa (US),,20/03/2021
BR0065,"AMC, Eagle Motors", Andorra,,21/03/2021
BR0075,Anadol Motors, Angola,,22/03/2021
BR0085,Ariel Motors, Anguilla (UK),,23/03/2021
BR0095,ARO Motors, Antigua and Barbuda,,24/03/2021
BR0105,Artega Motors, Argentina,,25/03/2021
BR0115,Asia Motors Motors, Armenia,,26/03/2021
BR0125,Aston Martin Motors, Artsakh,,27/03/2021
BR0135,Audi Motors, Aruba (Netherlands),,28/03/2021
BR0145,Autobianchi Motors, Australia,,29/03/2021
BR0155,Auto-Union Motors, Austria,,30/03/2021
BR0165,Auverland Motors, Azerbaijan,,31/03/2021
BR0175,Bentley Motors, Bahamas,,01/04/2021
BR0185,Bitter Motors, Bahrain,,02/04/2021
BR0195,BMW Motors, Bangladesh,,03/04/2021
BR0205,Bond Motors, Barbados,,04/04/2021
BR0215,Borgward (including Goliath and Lloyd) Motors, Belarus,,05/04/2021
BR0225,Bristol Motors, Belgium,,06/04/2021
BR0235,British Leyland Motors, Belize,,07/04/2021
BR0245,Austin-Healey Motors, Benin,,08/04/2021
BR0255,"Austin, Rover Motors", Bermuda (UK),,09/04/2021
BR0265,Bugatti Motors, Bhutan,,10/04/2021
BR0275,Buick Motors, Bolivia,,11/04/2021
BR0285,Bytom Motors, Bosnia and Herzegovina,,12/04/2021
BR0295,Cadillac Motors, Botswana,,13/04/2021
BR0305,Caterham Motors, Brazil,,14/04/2021
BR0315,Checker Motors, Brunei,,15/04/2021
BR0325,Chevrolet Motors, Bulgaria,,16/04/2021
BR0335,Chevrolet India Motors, Burkina Faso,,17/04/2021
BR0345,Chrysler Motors, Burundi,,18/04/2021
BR0355,Chrysler Europe Motors, Cambodia,,19/04/2021
BR0365,Citroën Motors, Cameroon,,20/04/2021
BR0375,Cizeta-Moroder Motors, Canada,,21/04/2021
BR0385,Dacia Motors, Cape Verde,,22/04/2021
BR0395,"Daewoo, Saehan, Chevrolet Korea Motors", Cayman Islands (UK),,23/04/2021
BR0405,DAF Motors, Central African Republic,,24/04/2021
BR0415,Daihatsu Motors, Chad,,25/04/2021
BR0425,Daimler Motors, Chile,,26/04/2021
BR0435,Datsun Motors," China, People's Republic of",,27/04/2021
BR0445,Delahaye Motors, Christmas Island (Australia),,28/04/2021
BR0455,DeLorean Motors, Cocos (Keeling) Islands (Australia),,29/04/2021
BR0465,DeSoto Motors, Colombia,,30/04/2021
BR0475,De Tomaso Motors, Comoros,,01/05/2021
BR0485,Dodge Motors," Congo, Democratic Republic of the",,02/05/2021
BR0495,Donkervoort Motors," Congo, Republic of the",,03/05/2021
BR0505,Edsel Motors, Cook Islands (New Zealand),,04/05/2021
BR0515,e.GO Mobile Motors, Costa Rica,,05/05/2021
BR0525,Eicher Polaris Motors, Côte d'Ivoire,,06/05/2021
BR0535,Elva Motors, Croatia,,07/05/2021
BR0545,Facel Vega Motors, Cuba,,08/05/2021
BR0555,Ferrari Motors, Curaçao (Netherlands),,09/05/2021
BR0565,Fiat Motors, Cyprus,,10/05/2021
BR0575,Fiat do Brasil Motors, Czech Republic,,11/05/2021
BR0585,Fiat India Motors, Denmark,,12/05/2021
BR0595,"Fisker, Karma Motors", Djibouti,,13/05/2021
BR0605,Ford America Motors, Dominica,,14/05/2021
BR0615,Ford Australia Motors, Dominican Republic,,15/05/2021
BR0625,Ford do Brasil Motors, East Timor,,16/05/2021
BR0635,Ford Europe Motors, Ecuador,,17/05/2021
BR0645,Ford India Motors, Egypt,,18/05/2021
BR0655,Freightliner Motors, El Salvador,,19/05/2021
BR0665,FSO Motors, Equatorial Guinea,,20/05/2021
BR0675,GAZ Motors, Eritrea,,21/05/2021
BR0685,Geo Motors, Estonia,,22/05/2021
BR0695,Gilbern Motors, Eswatini,,23/05/2021
BR0705,Ginetta Motors, Ethiopia,,24/05/2021
BR0715,Glas Motors, Falkland Islands (UK),,25/05/2021
BR0725,GMC Motors, Faroe Islands (Denmark),,26/05/2021
BR0735,GTA Spano Motors, Fiji,,27/05/2021
BR0745,Gumpert Motors, Finland,,28/05/2021
BR0755,Healey Motors, France,,29/05/2021
BR0765,Heinkel Motors, French Guiana (France),,30/05/2021
BR0775,Hennessey Motors, French Polynesia (France),,31/05/2021
BR0785,Hillman Motors, Gabon,,01/06/2021
BR0795,Hindustan Motors," Gambia, The",,02/06/2021
BR0805,Holden Motors, Georgia,,03/06/2021
BR0815,Honda Motors, Germany,,04/06/2021
BR0825,Honda India Motors, Ghana,,05/06/2021
BR0835,Hudson Motors, Gibraltar (UK),,06/06/2021
BR0845,Humber Motors, Greece,,07/06/2021
BR0855,Hummer Motors, Greenland (Denmark),,08/06/2021
BR0865,Hyundai Motors, Grenada,,09/06/2021
BR0875,"IFA (including Trabant, Wartburg, Barkas) Motors", Guam (US),,10/06/2021
BR0885,Infiniti Motors, Guatemala,,11/06/2021
BR0895,Innocenti Motors, Guernsey (UK),,12/06/2021
BR0905,Invicta Motors, Guinea,,13/06/2021
BR0915,Isdera Motors, Guinea-Bissau,,14/06/2021
BR0925,Iso Motors, Guyana,,15/06/2021
BR0935,Isotta Fraschini Motors, Haiti,,16/06/2021
BR0945,Isuzu Motors, Honduras,,17/06/2021
BR0955,Iveco Motors, Hungary,,18/06/2021
BR0965,Jaguar Motors, Iceland,,19/06/2021
BR0975,Jeep Motors, India,,20/06/2021
BR0985,Jensen Motors, Indonesia,,21/06/2021
BR0995,JPX Motors, Iran,,22/06/2021
BR1005,Kia Motors, Iraq,,23/06/2021
BR1015,Koenigsegg Motors, Ireland,,24/06/2021
BR1025,KTM Motors, Isle of Man (UK),,25/06/2021
BR1035,Lada Motors, Israel,,26/06/2021
BR1045,Lamborghini Motors, Italy,,27/06/2021
BR1055,Lancia Motors, Jamaica,,28/06/2021
BR1065,Land Rover Motors, Japan,,29/06/2021
BR1075,Lexus Motors, Jersey (UK),,30/06/2021
BR1085,Ligier Motors, Jordan,,01/07/2021
BR1095,Lincoln Motors, Kazakhstan,,02/07/2021
BR1105,Lotus Motors, Kenya,,03/07/2021
BR1115,LTI Motors, Kiribati,,04/07/2021
BR1125,LuAZ Motors," Korea, North",,05/07/2021
BR1135,Lynx Motors," Korea, South",,06/07/2021
BR1145,Mahindra Motors, Kosovo,,07/07/2021
BR1155,Marcos Motors, Kuwait,,08/07/2021
BR1165,Marlin Motors, Kyrgyzstan,,09/07/2021
BR1175,Maruti Motors, Laos,,10/07/2021
BR1185,Maserati Motors, Latvia,,11/07/2021
BR1195,Mastretta Motors, Lebanon,,12/07/2021
BR1205,"Matra (including Deutsch-Bonnet, René Bonnet) Motors", Lesotho,,13/07/2021
BR1215,Mazda Motors, Liberia,,14/07/2021
BR1225,Mazzanti Motors, Libya,,15/07/2021
BR1235,McLaren Motors, Liechtenstein,,16/07/2021
BR1245,Mercedes-Benz (including Maybach) Motors, Lithuania,,17/07/2021
BR1255,Mercury Motors, Luxembourg,,18/07/2021
BR1265,Merkur Motors, Madagascar,,19/07/2021
BR1275,Messerschmitt Motors, Malawi,,20/07/2021
BR1285,Mia Motors, Malaysia,,21/07/2021
BR1295,Micro Motors, Maldives,,22/07/2021
BR1305,Mini Motors, Mali,,23/07/2021
BR1315,Mitsubishi Motors, Malta,,24/07/2021
BR1325,Monica Motors, Marshall Islands,,25/07/2021
BR1335,Monteverdi Motors, Mauritania,,26/07/2021
BR1345,Morgan Motors, Mauritius,,27/07/2021
BR1355,Moskwitch Motors, Mayotte (France),,28/07/2021
BR1365,Nash Motors, Mexico,,29/07/2021
BR1375,Naza Motors, Federated States of Micronesia,,30/07/2021
BR1385,Nissan Motors, Moldova,,31/07/2021
BR1395,Nissan India Motors, Monaco,,01/08/2021
BR1405,Noble Motors, Mongolia,,02/08/2021
BR1415,NSU Motors, Montenegro,,03/08/2021
BR1425,Oldsmobile Motors, Montserrat (UK),,04/08/2021
BR1435,Oltcit Motors, Morocco,,05/08/2021
BR1445,Opel Motors, Mozambique,,06/08/2021
BR1455,Packard Motors, Myanmar,,07/08/2021
BR1465,Pagani Motors, Namibia,,08/08/2021
BR1475,Panhard Motors, Nauru,,09/08/2021
BR1485,Panoz Motors,   Nepal,,10/08/2021
BR1495,Panther Motors, Netherlands,,11/08/2021
BR1505,Peel Motors, New Caledonia (France),,12/08/2021
BR1515,Perodua Motors, New Zealand,,13/08/2021
BR1525,Peugeot Motors, Nicaragua,,14/08/2021
BR1535,PGO Motors, Niger,,15/08/2021
BR1545,Piaggio Motors, Nigeria,,16/08/2021
BR1555,Plymouth Motors, Niue (New Zealand),,17/08/2021
BR1565,Polestar Motors, Norfolk Island (Australia),,18/08/2021
BR1575,"Pontiac, Asüna Motors", North Macedonia,,19/08/2021
BR1585,Porsche Motors, Northern Cyprus,,20/08/2021
BR1595,Premier Motors, Northern Mariana Islands (US),,21/08/2021
BR1605,Proton Motors, Norway,,22/08/2021
BR1615,Puma Motors, Oman,,23/08/2021
BR1625,Ranger Motors, Pakistan,,24/08/2021
BR1635,Reliant Motors, Palau,,25/08/2021
BR1645,Renault Motors, State of Palestine,,26/08/2021
BR1655,Rivian Motors, Panama,,27/08/2021
BR1665,Rolls-Royce Motors, Papua New Guinea,,28/08/2021
BR1675,Saab Motors, Paraguay,,29/08/2021
BR1685,SAIC Motor Motors, Peru,,30/08/2021
BR1695,Saleen Motors, Philippines,,31/08/2021
BR1705,Samsung Motors, Pitcairn Islands (UK),,01/09/2021
BR1715,San Motors, Poland,,02/09/2021
BR1725,Santa Matilde Motors, Portugal,,03/09/2021
BR1735,Santana Motors, Puerto Rico (US),,04/09/2021
BR1745,Saturn Motors, Qatar,,05/09/2021
BR1755,Scion Motors, Romania,,06/09/2021
BR1765,Seat Motors, Russia,,07/09/2021
BR1775,Shelby SuperCars Motors, Rwanda,,08/09/2021
BR1785,Simca Motors, Saint Barthélemy (France),,09/09/2021
BR1795,Simca do Brasil Motors, Saint Helena (UK),,10/09/2021
BR1805,Singer Motors, Saint Kitts and Nevis,,11/09/2021
BR1815,Skoda Motors, Saint Lucia,,12/09/2021
BR1825,Smart Motors, Saint Martin (France),,13/09/2021
BR1835,Spyker Motors, Saint Pierre and Miquelon (France),,14/09/2021
BR1845,SsangYong Motors, Saint Vincent and the Grenadines,,15/09/2021
BR1855,Standard-Triumph Motors, Samoa,,16/09/2021
BR1865,Studebaker Motors, San Marino,,17/09/2021
BR1875,Subaru Motors, São Tomé and Príncipe,,18/09/2021
BR1885,Sunbeam Motors, Saudi Arabia,,19/09/2021
BR1895,Suzuki Motors, Senegal,,20/09/2021
BR1905,Tata Motors, Serbia,,21/09/2021
BR1915,Tatra Motors, Seychelles,,22/09/2021
BR1925,Tazzari Motors, Sierra Leone,,23/09/2021
BR1935,Tesla Motors, Singapore,,24/09/2021
BR1945,Tornado Motors, Sint Maarten (Netherlands),,25/09/2021
BR1955,Toyota Motors, Slovakia,,26/09/2021
BR1965,Toyota India Motors, Slovenia,,27/09/2021
BR1975,Turner Motors, Solomon Islands,,28/09/2021
BR1985,TVR Motors, Somalia,,29/09/2021
BR1995,UAZ Motors, Somaliland,,30/09/2021
BR2005,Vauxhall Motors, South Africa,,01/10/2021
BR2015,Venturi Motors, South Georgia and the South Sandwich Islands (UK),,02/10/2021
BR2025,Volkswagen Motors, South Ossetia,,03/10/2021
BR2035,Volkswagen do Brasil Motors, South Sudan,,04/10/2021
BR2045,Volkswagen South Africa Motors, Spain,,05/10/2021
BR2055,Volvo Motors, Sri Lanka,,06/10/2021
BR2065,Westfield Motors, Sudan,,07/10/2021
BR2075,Wiesmann Motors, Suriname,,08/10/2021
BR2085,Zastava Motors, Svalbard and Jan Mayen (Norway),,09/10/2021
BR2095,ZAZ Motors, Sweden,,10/10/2021
BR2105,ZIL Motors,  Switzerland,,11/10/2021
BR2115,Audi Motors, Syria,,12/10/2021
BR2125,DKW Motors, Taiwan,,13/10/2021
BR2135,Horch Motors, Tajikistan,,14/10/2021
BR2145,Wanderer Motors, Tanzania,,15/10/2021
BR2155,Maybach  Motors, Thailand,,16/10/2021
BR2165,Izh  Motors, Togo,,17/10/2021
BR2175,Lagonda  Motors, Tokelau (New Zealand),,18/10/2021
BR2185,MG  Motors, Tonga,,19/10/2021
BR2195,Morris  Motors, Transnistria (Moldova),,20/10/2021
BR2205,Austin  Motors, Trinidad and Tobago,,21/10/2021
BR2215,Riley  Motors, Tunisia,,22/10/2021
BR2225,Wolseley  Motors, Turkey,,23/10/2021
BR2235,Standard  Motors, Turkmenistan,,24/10/2021
BR2245,Talbot  Motors, Turks and Caicos Islands (UK),,25/10/2021
BR2255,Das Motors, Tuvalu,,26/10/2021
BR2265,Ramani Motors, Uganda,,27/10/2021
BR2275,Deccan Motors, Ukraine,,28/10/2021
BR2285,Herald Motors, United Arab Emirates,,29/10/2021
BR2295,Zion Automobils, United Kingdom,,30/10/2021
BR2305,Atlantic Motor Company, United States of America,,31/10/2021
BR2315,2008 NRHP-listed, Uruguay,,01/11/2021
BR2325,Blankinship Motor Company Building, Uzbekistan,,02/11/2021
BR2335,Bohn Motor Company Automobile Dealership, Vanuatu,,03/11/2021
BR2345,Buick Automobile Company Building,  Vatican City,,04/11/2021
BR2355,Cadillac Automobile Company Building, Venezuela,,05/11/2021
BR2365,Casa de cadillac, Vietnam,,06/11/2021
BR2375,Cass Motor Sales," Virgin Islands, British (UK)",,07/11/2021
BR2385,Claremore Auto Dealership," Virgin Islands, United States (US)",,08/11/2021
BR2395,Clemens Automobile Company Building, Wallis and Futuna (France),,09/11/2021
BR2405,Colman Automotive Building, Western Sahara,,10/11/2021
BR2415,H Street Playhouse, Yemen,,11/11/2021
BR2425,Howard Motor Company Building, Zambia,,12/11/2021
BR2435,Hupmobile Building, Zimbabwe,,13/11/2021
BR2445,Jennings Ford Automobile Dealership,Nepal,,14/11/2021
BR2455,Jones Motor Company, United States of America,,15/11/2021
BR2465,Kindel Building, United States of America,,16/11/2021
BR0006,AC Cars Motors, Afghanistan,,17/11/2021
BR0066,Acura Motors, Akrotiri and Dhekelia (UK),,18/11/2021
BR0126,Aixam-Mega (including Arola) Motors, Åland Islands (Finland),,19/11/2021
BR0186,Alfa Romeo Motors, Albania,,20/11/2021
BR0246,Alpine Motors, Algeria,,21/11/2021
BR0306,Alvis Motors, American Samoa (US),,22/11/2021
BR0366,"AMC, Eagle Motors", Andorra,,23/11/2021
BR0426,Anadol Motors, Angola,,24/11/2021
BR0486,Ariel Motors, Anguilla (UK),,25/11/2021
BR0546,ARO Motors, Antigua and Barbuda,,26/11/2021
BR0606,Artega Motors, Argentina,,27/11/2021
BR0666,Asia Motors Motors, Armenia,,28/11/2021
BR0726,Aston Martin Motors, Artsakh,,29/11/2021
BR0786,Audi Motors, Aruba (Netherlands),,30/11/2021
BR0846,Autobianchi Motors, Australia,,01/12/2021
BR0906,Auto-Union Motors, Austria,,02/12/2021
BR0966,Auverland Motors, Azerbaijan,,03/12/2021
BR1026,Bentley Motors, Bahamas,,04/12/2021
BR1086,Bitter Motors, Bahrain,,05/12/2021
BR1146,BMW Motors, Bangladesh,,06/12/2021
BR1206,Bond Motors, Barbados,,07/12/2021
BR1266,Borgward (including Goliath and Lloyd) Motors, Belarus,,08/12/2021
BR1326,Bristol Motors, Belgium,,09/12/2021
BR1386,British Leyland Motors, Belize,,10/12/2021
BR1446,Austin-Healey Motors, Benin,,11/12/2021
BR1506,"Austin, Rover Motors", Bermuda (UK),,12/12/2021
BR1566,Bugatti Motors, Bhutan,,13/12/2021
BR1626,Buick Motors, Bolivia,,14/12/2021
BR1686,Bytom Motors, Bosnia and Herzegovina,,15/12/2021
BR1746,Cadillac Motors, Botswana,,16/12/2021
BR1806,Caterham Motors, Brazil,,17/12/2021
BR1866,Checker Motors, Brunei,,18/12/2021
BR1926,Chevrolet Motors, Bulgaria,,19/12/2021
BR1986,Chevrolet India Motors, Burkina Faso,,20/12/2021
BR2046,Chrysler Motors, Burundi,,21/12/2021
BR2106,Chrysler Europe Motors, Cambodia,,22/12/2021
BR2166,Citroën Motors, Cameroon,,23/12/2021
BR2226,Cizeta-Moroder Motors, Canada,,24/12/2021
BR2286,Dacia Motors, Cape Verde,,25/12/2021
BR2346,"Daewoo, Saehan, Chevrolet Korea Motors", Cayman Islands (UK),,26/12/2021
BR2406,DAF Motors, Central African Republic,,27/12/2021
BR2466,Daihatsu Motors, Chad,,28/12/2021
BR2526,Daimler Motors, Chile,,29/12/2021
BR2586,Datsun Motors," China, People's Republic of",,30/12/2021
BR2646,Delahaye Motors, Christmas Island (Australia),,31/12/2021
BR2706,DeLorean Motors, Cocos (Keeling) Islands (Australia),,01/01/2022
BR2766,DeSoto Motors, Colombia,,02/01/2022
BR2826,De Tomaso Motors, Comoros,,03/01/2022
BR2886,Dodge Motors," Congo, Democratic Republic of the",,04/01/2022
BR2946,Donkervoort Motors," Congo, Republic of the",,05/01/2022
BR3006,Edsel Motors, Cook Islands (New Zealand),,06/01/2022
BR3066,e.GO Mobile Motors, Costa Rica,,07/01/2022
BR3126,Eicher Polaris Motors, Côte d'Ivoire,,08/01/2022
BR3186,Elva Motors, Croatia,,09/01/2022
BR3246,Facel Vega Motors, Cuba,,10/01/2022
BR3306,Ferrari Motors, Curaçao (Netherlands),,11/01/2022
BR3366,Fiat Motors, Cyprus,,12/01/2022
BR3426,Fiat do Brasil Motors, Czech Republic,,13/01/2022
BR3486,Fiat India Motors, Denmark,,14/01/2022
BR3546,"Fisker, Karma Motors", Djibouti,,15/01/2022
BR3606,Ford America Motors, Dominica,,16/01/2022
BR3666,Ford Australia Motors, Dominican Republic,,17/01/2022
BR3726,Ford do Brasil Motors, East Timor,,18/01/2022
BR3786,Ford Europe Motors, Ecuador,,19/01/2022
BR3846,Ford India Motors, Egypt,,20/01/2022
BR3906,Freightliner Motors, El Salvador,,21/01/2022
BR3966,FSO Motors, Equatorial Guinea,,22/01/2022
BR4026,GAZ Motors, Eritrea,,23/01/2022
BR4086,Geo Motors, Estonia,,24/01/2022
BR4146,Gilbern Motors, Eswatini,,25/01/2022
BR4206,Ginetta Motors, Ethiopia,,26/01/2022
BR4266,Glas Motors, Falkland Islands (UK),,27/01/2022
BR4326,GMC Motors, Faroe Islands (Denmark),,28/01/2022
BR4386,GTA Spano Motors, Fiji,,29/01/2022
BR4446,Gumpert Motors, Finland,,30/01/2022
BR4506,Healey Motors, France,,31/01/2022
BR4566,Heinkel Motors, French Guiana (France),,01/02/2022
BR4626,Hennessey Motors, French Polynesia (France),,02/02/2022
BR4686,Hillman Motors, Gabon,,03/02/2022
BR4746,Hindustan Motors," Gambia, The",,04/02/2022
BR4806,Holden Motors, Georgia,,05/02/2022
BR4866,Honda Motors, Germany,,06/02/2022
BR4926,Honda India Motors, Ghana,,07/02/2022
BR4986,Hudson Motors, Gibraltar (UK),,08/02/2022
BR5046,Humber Motors, Greece,,09/02/2022
BR5106,Hummer Motors, Greenland (Denmark),,10/02/2022
BR5166,Hyundai Motors, Grenada,,11/02/2022
BR5226,"IFA (including Trabant, Wartburg, Barkas) Motors", Guam (US),,12/02/2022
BR5286,Infiniti Motors, Guatemala,,13/02/2022
BR5346,Innocenti Motors, Guernsey (UK),,14/02/2022
BR5406,Invicta Motors, Guinea,,15/02/2022
BR5466,Isdera Motors, Guinea-Bissau,,16/02/2022
BR5526,Iso Motors, Guyana,,17/02/2022
BR5586,Isotta Fraschini Motors, Haiti,,18/02/2022
BR5646,Isuzu Motors, Honduras,,19/02/2022
BR5706,Iveco Motors, Hungary,,20/02/2022
BR5766,Jaguar Motors, Iceland,,21/02/2022
BR5826,Jeep Motors, India,,22/02/2022
BR5886,Jensen Motors, Indonesia,,23/02/2022
BR5946,JPX Motors, Iran,,24/02/2022
BR6006,Kia Motors, Iraq,,25/02/2022
BR6066,Koenigsegg Motors, Ireland,,26/02/2022
BR6126,KTM Motors, Isle of Man (UK),,27/02/2022
BR6186,Lada Motors, Israel,,28/02/2022
BR6246,Lamborghini Motors, Italy,,01/03/2022
BR6306,Lancia Motors, Jamaica,,02/03/2022
BR6366,Land Rover Motors, Japan,,03/03/2022
BR6426,Lexus Motors, Jersey (UK),,04/03/2022
BR6486,Ligier Motors, Jordan,,05/03/2022
BR6546,Lincoln Motors, Kazakhstan,,06/03/2022
BR6606,Lotus Motors, Kenya,,07/03/2022
BR6666,LTI Motors, Kiribati,,08/03/2022
BR6726,LuAZ Motors," Korea, North",,09/03/2022
BR6786,Lynx Motors," Korea, South",,10/03/2022
BR6846,Mahindra Motors, Kosovo,,11/03/2022
BR6906,Marcos Motors, Kuwait,,12/03/2022
BR6966,Marlin Motors, Kyrgyzstan,,13/03/2022
BR7026,Maruti Motors, Laos,,14/03/2022
BR7086,Maserati Motors, Latvia,,15/03/2022
BR7146,Mastretta Motors, Lebanon,,16/03/2022
BR7206,"Matra (including Deutsch-Bonnet, René Bonnet) Motors", Lesotho,,17/03/2022
BR7266,Mazda Motors, Liberia,,18/03/2022
BR7326,Mazzanti Motors, Libya,,19/03/2022
BR7386,McLaren Motors, Liechtenstein,,20/03/2022
BR7446,Mercedes-Benz (including Maybach) Motors, Lithuania,,21/03/2022
BR7506,Mercury Motors, Luxembourg,,22/03/2022
BR7566,Merkur Motors, Madagascar,,23/03/2022
BR7626,Messerschmitt Motors, Malawi,,24/03/2022
BR7686,Mia Motors, Malaysia,,25/03/2022
BR7746,Micro Motors, Maldives,,26/03/2022
BR7806,Mini Motors, Mali,,27/03/2022
BR7866,Mitsubishi Motors, Malta,,28/03/2022
BR7926,Monica Motors, Marshall Islands,,29/03/2022
BR7986,Monteverdi Motors, Mauritania,,30/03/2022
BR8046,Morgan Motors, Mauritius,,31/03/2022
BR8106,Moskwitch Motors, Mayotte (France),,01/04/2022
BR8166,Nash Motors, Mexico,,02/04/2022
BR8226,Naza Motors, Federated States of Micronesia,,03/04/2022
BR8286,Nissan Motors, Moldova,,04/04/2022
BR8346,Nissan India Motors, Monaco,,05/04/2022
BR8406,Noble Motors, Mongolia,,06/04/2022
BR8466,NSU Motors, Montenegro,,07/04/2022
BR8526,Oldsmobile Motors, Montserrat (UK),,08/04/2022
BR8586,Oltcit Motors, Morocco,,09/04/2022
BR8646,Opel Motors, Mozambique,,10/04/2022
BR8706,Packard Motors, Myanmar,,11/04/2022
BR8766,Pagani Motors, Namibia,,12/04/2022
BR8826,Panhard Motors, Nauru,,13/04/2022
BR8886,Panoz Motors,   Nepal,,14/04/2022
BR8946,Panther Motors, Netherlands,,15/04/2022
BR9006,Peel Motors, New Caledonia (France),,16/04/2022
BR9066,Perodua Motors, New Zealand,,17/04/2022
BR9126,Peugeot Motors, Nicaragua,,18/04/2022
BR9186,PGO Motors, Niger,,19/04/2022
BR9246,Piaggio Motors, Nigeria,,20/04/2022
BR9306,Plymouth Motors, Niue (New Zealand),,21/04/2022
BR9366,Polestar Motors, Norfolk Island (Australia),,22/04/2022
BR9426,"Pontiac, Asüna Motors", North Macedonia,,23/04/2022
BR9486,Porsche Motors, Northern Cyprus,,24/04/2022
BR9546,Premier Motors, Northern Mariana Islands (US),,25/04/2022
BR9606,Proton Motors, Norway,,26/04/2022
BR9666,Puma Motors, Oman,,27/04/2022
BR9726,Ranger Motors, Pakistan,,28/04/2022
BR9786,Reliant Motors, Palau,,29/04/2022
BR9846,Renault Motors, State of Palestine,,30/04/2022
BR9906,Rivian Motors, Panama,,01/05/2022
BR9966,Rolls-Royce Motors, Papua New Guinea,,02/05/2022
BR10026,Saab Motors, Paraguay,,03/05/2022
BR10086,SAIC Motor Motors, Peru,,04/05/2022
BR10146,Saleen Motors, Philippines,,05/05/2022
BR10206,Samsung Motors, Pitcairn Islands (UK),,06/05/2022
BR10266,San Motors, Poland,,07/05/2022
BR10326,Santa Matilde Motors, Portugal,,08/05/2022
BR10386,Santana Motors, Puerto Rico (US),,09/05/2022
BR10446,Saturn Motors, Qatar,,10/05/2022
BR10506,Scion Motors, Romania,,11/05/2022
BR10566,Seat Motors, Russia,,12/05/2022
BR10626,Shelby SuperCars Motors, Rwanda,,13/05/2022
BR10686,Simca Motors, Saint Barthélemy (France),,14/05/2022
BR10746,Simca do Brasil Motors, Saint Helena (UK),,15/05/2022
BR10806,Singer Motors, Saint Kitts and Nevis,,16/05/2022
BR10866,Skoda Motors, Saint Lucia,,17/05/2022
BR10926,Smart Motors, Saint Martin (France),,18/05/2022
BR10986,Spyker Motors, Saint Pierre and Miquelon (France),,19/05/2022
BR11046,SsangYong Motors, Saint Vincent and the Grenadines,,20/05/2022
BR11106,Standard-Triumph Motors, Samoa,,21/05/2022
BR11166,Studebaker Motors, San Marino,,22/05/2022
BR11226,Subaru Motors, São Tomé and Príncipe,,23/05/2022
BR11286,Sunbeam Motors, Saudi Arabia,,24/05/2022
BR11346,Suzuki Motors, Senegal,,25/05/2022
BR11406,Tata Motors, Serbia,,26/05/2022
BR11466,Tatra Motors, Seychelles,,27/05/2022
BR11526,Tazzari Motors, Sierra Leone,,28/05/2022
BR11586,Tesla Motors, Singapore,,29/05/2022
BR11646,Tornado Motors, Sint Maarten (Netherlands),,30/05/2022
BR11706,Toyota Motors, Slovakia,,31/05/2022
BR11766,Toyota India Motors, Slovenia,,01/06/2022
BR11826,Turner Motors, Solomon Islands,,02/06/2022
BR11886,TVR Motors, Somalia,,03/06/2022
BR11946,UAZ Motors, Somaliland,,04/06/2022
BR12006,Vauxhall Motors, South Africa,,05/06/2022
BR12066,Venturi Motors, South Georgia and the South Sandwich Islands (UK),,06/06/2022
BR12126,Volkswagen Motors, South Ossetia,,07/06/2022
BR12186,Volkswagen do Brasil Motors, South Sudan,,08/06/2022
BR12246,Volkswagen South Africa Motors, Spain,,09/06/2022
